Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"Vision Marine Technologies Inc.",1813783,VMAR,"NASDAQ Capital Market",,"730 BOULEVARD DU CURE-BOIVIN",,BOISBRIAND,,Z4,CANADA,Canada,"J7G 2A7","(347) 615-0188",A8,,,3730,"Ship & Boat Building & Repairing",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"150,422",0,0,0,0,,,0,0,"150,422",USD,,,0,2021-08-31,2021,08,,,,20-F,2021-12-30,6.42,2021-08-31,"53,445,608",2021-08-31,"2,780,666","-11,960,517","18,411,607","30,705,727"
"BARINGS CORPORATE INVESTORS",275694,MCI,NYS,042483041,"C/O BARINGS LLC","300 SOUTH TRYON STREET, SUITE 2500",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28202,"(704) 805-7200",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"150,000",0,0,0,"61,000",,,0,"61,000","211,000",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-10,15.98,2021-12-31,"323,782,270",2021-12-31,"54,445,972","52,680,469",,"387,102,946"
"BARINGS PARTICIPATION INVESTORS",831655,MPV,NYS,043025730,"C/O BARINGS LLC","300 SOUTH TRYON STREET, SUITE 2500",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28202,"(704) 805-7200",MA,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"150,000",0,0,0,"61,000",,,0,"61,000","211,000",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-10,14.8,2021-12-31,"156,905,160",2021-12-31,"26,448,368","25,338,063",,"186,976,484"
"Commonwealth Credit Partners BDC I, Inc.",1841514,,,863335466,"C/O COMVEST CAPITAL ADVISORS, LLC","360 S. ROSEMARY, SUITE 1700","WEST PALM BEACH","Palm Beach",FL,FLORIDA,"US Southeast",33401,"(561) 727-2100",DE,,,,,523920,"Portfolio Management",34,"Ernst & Young LLP",2,,,,"150,000",0,0,0,"20,000",,,0,"20,000","170,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-25,,,,2021-12-31,"1,710,000","100,000","140,094,000","253,539,000"
"HSBC FUNDS",798290,,,043084306,"C/O HSBC FUNDS","66 HUDSON BOULEVARD E","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,1-800-782-8183,MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"150,000",0,0,0,"77,400",,,0,"77,400","227,400",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-30,,,,,,,,
"BRC Inc.",1891101,BRCC,NYSE,873277812,"3131 W. 2210 S., SUITE C",,"WEST VALLEY CITY","Salt Lake",UT,UTAH,"US West",84119,"(801) 874-1189",DE,,,2080,Beverages,0,,34,"Ernst & Young LLP",2,,,,"150,000",0,0,0,0,,,0,0,"150,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2023-03-21,,,,2021-12-31,"233,101,000","-13,845,000","4,623,000","87,082,000"
"Weiss Strategic Interval Fund",1717976,,,,"320 PARK AVENUE","20TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 415-4500",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"150,000",0,0,0,"10,700",,,"7,500","18,200","168,200",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-03-03,,,,2021-12-31,"20,875,942","-44,834,224","229,788,460","1,276,542,907"
"AfterNext HealthTech Acquisition Corp.",1865975,,NYS,981595329,"301 COMMERCE STREET","SUITE 3300","FORT WORTH",Tarrant,TX,TEXAS,"US Southwest",76102,"(817) 871-4000",E9,,,6770,"Blank Checks",999999,Unassigned,34,"KPMG LLP",4,,,,"150,000","90,000",0,0,0,,,0,"90,000","240,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-02-09,,,,,,,,
"Jiayin Group Inc.",1743102,JFIN,"NASDAQ Global Select Market",,"26TH FLOOR,BUILDING NO.1,YOUYOU CENTURY","PLAZA,428 SOUTH YANGGAO ROAD,PUDONG",SHANGHAI,,F4,CHINA,Foreign,200122,"86 2160828732",E9,,,6199,"Finance Services",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"150,000",0,0,0,0,,,0,0,"150,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,2.2,2021-12-31,"118,855,000",2021-12-31,"279,365,000","165,991,000",,"152,421,000"
"Jeffs' Brands Ltd",1885408,JFBR,"NASDAQ Capital Market",,"7 MEZADA STREET",,"BNEI BRAK",,L3,ISRAEL,Foreign,5126112,0097236899124,L3,,,5900,"Retail-Miscellaneous Retail",522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",34,"Deloitte & Touche LLP",3,"Brightman Almagor Zohar & Co",257,ISRAEL,"150,000",0,0,0,"15,000",,,"17,000","32,000","182,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2023-04-10,,,,2021-12-31,"6,509,000","-1,540,000","-3,768,000","7,412,000"
"CGM TRUST",60335,,,046014027,"ONE INTERNATIONAL PLACE","45TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 737-3225",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"149,697",0,0,0,"28,926",,,0,"28,926","178,623",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-02-22,,,,2021-12-31,"29,533,272","15,974,196","1,213,812,132","1,250,248,112"
"Federated Hermes MDT Series",1363526,,,000000000,"FEDERATED INVESTORS FUNDS","4000 ERICSSON DRIVE",WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086-7561,"(412) 288-1900",MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"149,400",0,0,0,0,,,0,0,"149,400",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-09-24,,,,2021-07-31,"25,295,699","1,220,928","2,797,055,761","2,824,528,644"
"Eaton Vance Ltd Duration Income Fund",1222922,EVV,ASE,000000000,"ONE POST OFFICE SQUARE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02109,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"148,700",0,0,0,"20,782",,,0,"20,782","169,482",USD,,,0,2021-03-31,2021,03,0430,,,N-CSR,2021-05-26,,,"1,466,936,837",2021-03-31,"117,082,446","87,784,984","1,791,694,819","2,534,477,758"
"FIDELITY HEREFORD STREET TRUST",917286,,,000000000,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"148,500","12,000",0,0,"7,600",,,"6,100","25,700","174,200",USD,,,0,2021-04-30,2021,04,0430,,,N-CSR,2021-06-22,,,,2021-04-30,"472,744,430","47,428,349","268,349,475,413","273,444,202,440"
"BNY Mellon ETF Trust",1493580,,,000000000,"240 GREENWICH STREET",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10286,"(212) 922-6400",MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"148,500","48,000",0,0,"30,400",,,0,"78,400","226,900",USD,,,0,2021-10-31,2021,10,1231,,,N-CSR,2021-12-28,,,,,,,,
"TORTOISE ENERGY INFRASTRUCTURE CORP",1268533,TYG,NYS,000000000,"5901 COLLEGE BOULEVARD","SUITE 400","OVERLAND PARK",Johnson,KS,KANSAS,"US Midwest",66211,"(913) 981-1020",MD,,,,,525990,"Other Financial Vehicles",40,"Ernst & Young LLP",2,,,,"148,200",0,0,0,"90,255",,,0,"90,255","238,455",USD,,,0,2021-11-30,2021,11,1130,,,N-CSR,2022-02-08,,,"325,273,915",2021-11-30,"27,167,824","753,250","1,606,728,154","1,363,868,014"
"Pyxis Tankers Inc.",1640043,PXS,"NASDAQ Capital Market",,"59 K. KARAMANLI STREET","151 25 MAROUSSI",ATHENS,,J3,GREECE,Foreign,15125,"(210) 656-0590",1T,,,4412,"Deep Sea Foreign Transportation of  Freight",483111,"Deep Sea Freight Transportation",34,"Ernst & Young LLP",2,"Ernst & Young (Hellas) Cert. Auditors Accts.",45,GREECE,"148,000","90,000",0,0,"1,000","1,000",,0,"91,000","239,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-01,0.48,2021-12-31,"20,378,812",2021-12-31,"25,341,000","-12,338,000",,"142,562,000"
"MIND CTI LTD",1119083,MNDO,"NASDAQ Global Market",000000000,"INDUSTRIAL PARK BUILDING 7",,YOQNEAM,,L3,ISRAEL,Foreign,20692,97249936666,L3,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,"Deloitte & Touche LLP",3,"Brightman Almagor Zohar & Co",257,ISRAEL,"147,516",0,0,0,"27,500",,,0,"27,500","175,016",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-11,3.1001,2021-12-29,"61,958,060",2021-12-31,"26,331,000","5,947,000","15,275,000","33,131,000"
"NB Crossroads Private Markets Fund IV Holdings LLC",1669382,,,,"C/O NEUBERGER BERMAN INVESTMENT ADVISERS","1290 AVENUE OF THE AMERICAS","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10104,"(800) 223-6448",DE,,,,,525990,"Other Financial Vehicles",40,"KPMG LLP",4,,,,"147,341",0,0,0,0,,,0,0,"147,341",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-07,,,,2021-03-31,"778,934","-2,073,623","390,984,613","391,799,905"
"Natixis Funds Trust II",52136,,,041990692,"888 BOYLSTON STREET","8TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,"(800) 283-1155",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"146,394",300,0,0,"23,969","23,969",,0,"24,269","170,663",USD,,,0,2021-11-30,2021,11,,,,N-CSR,2022-02-02,,,,2021-11-30,"68,053,794","52,167,209","1,917,557,677","2,097,405,119"
"Loop Industries, Inc.",1504678,LOOP,"NASDAQ Global Market",272094706,"480 FERNAND POITRAS",,TERREBONNE,,A8,QUEBEC,Canada,"J6Y 1Y4","(450) 951-8555",NV,,,2800,"Chemicals & Allied Products",517212,"Cellular and Other Wireless Telecommunications",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers srl",493,ONTARIO,"146,082","39,055",0,0,0,,,900,"39,955","186,037",USD,,,1,2021-02-28,2021,02,0228,,,"DEF 14A",2022-05-27,8.61,2021-02-28,"365,181,888",2021-02-28,0,"-36,344,923","32,029,630","43,403,513"
"Kayne Anderson NextGen Energy & Infrastructure, Inc.",1500096,,NYS,,"811 MAIN STREET","14TH FLOOR",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(713) 425-0242",MD,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"146,000",0,0,0,"144,000",,,0,"144,000","290,000",USD,,,0,2021-11-30,2021,11,1130,,,N-CSR,2022-01-28,,,,2021-11-30,"12,456,000","-829,000","414,844,000","575,544,000"
"INTERMEDIATE BOND FUND OF AMERICA",826813,,,000000000,"333 S HOPE ST - 55TH FL",,"LOS ANGELES","Los Angeles",CA,CALIFORNIA,"US West",90071,"(213) 486-9200",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"146,000","4,000",0,0,"8,000","8,000",,0,"12,000","158,000",USD,,,0,2021-08-31,2021,08,0831,,,N-CSR,2021-10-29,,,,2021-08-31,"422,797,000","309,241,000","31,695,875,000","34,462,229,000"
"AMTD IDEA GROUP",1769731,AMTD,NYSE,,"66 RUE JEAN-JACQUES ROUSSEAU",,PARIS,,I0,FRANCE,Foreign,,"33 0 1 4236 4597",E9,,,6199,"Finance Services",523110,"Investment Banking and Securities Dealing",34,"Ernst & Young LLP",2,"Ernst & Young",37,CHINA,"146,000",0,0,0,0,,,0,0,"146,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-18,,,,2021-12-31,"185,112,000","157,180,000","738,581,850","857,693,783"
"Arbe Robotics Ltd.",1861841,ARBE,"NASDAQ Capital Market",,"107 HA'HASHMONAIM ST",,"TEL AVIV",,L3,ISRAEL,Foreign,,972.73.7969804,L3,,,7373,"Computer Integrated Systems Design",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",34,"KPMG LLP",4,"Somekh Chaikin Certified Public Accountants (Israel)",220,ISRAEL,"145,000",0,0,0,"220,000",,,0,"220,000","365,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-31,9.3,2021-12-31,"586,056,768",2021-12-31,"2,249,000","-58,092,000",,"105,346,000"
"N2OFF, Inc.",1789192,NITO,"NASDAQ Capital Market",264684680,"156 FIFTH AVENUE 10TH FLOOR","CO EARTHBOUND LLC","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010-7751,972544561349,NV,,,2870,"Agricultural Chemicals",444220,"Nursery, Garden Center, and Farm Supply Stores",34,"KPMG LLP",4,"Somekh Chaikin Certified Public Accountants (Israel)",220,ISRAEL,"145,000",0,0,0,"18,069",,,0,"18,069","163,069",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-07-18,4.01,2021-12-31,"11,254,209",2021-12-31,"438,141","-4,820,580",,"7,597,279"
"Hedge Fund Guided Portfolio Solution",1738008,,,,"900 NORTH MICHIGAN AVENUE","SUITE 1100",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60611,"(312) 506-6500",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"144,600",0,0,0,0,,,0,0,"144,600",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-07,,,,2021-03-31,"7,005","-5,113,947","356,264,127","377,315,190"
"Sprott Physical Gold & Silver Trust",1726122,CEF,"NYSE Arca",981399794,"200 BAY STREET, SOUTH TOWER, SUITE 2600",,TORONTO,,A6,ONTARIO,Canada,"M5J 2J1","(416) 943-8099",A6,,,6221,"Commodity Contracts Brokers and Dealers",523130,"Commodity Contracts Dealing",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"144,008",0,0,0,"9,680",,,0,"9,680","153,688",USD,,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-18,17.57,2021-12-29,"3,895,421,952",2021-12-31,"-306,228,000","-310,700,000",,"4,094,436,000"
"FIDELITY PURITAN TRUST",81205,,,046026952,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"143,300","11,700",0,0,"29,900",,,"4,100","45,700","189,000",USD,,,0,2021-07-31,2021,07,0731,,,N-CSR,2021-09-21,,,,2021-07-31,"895,147,836","678,181,051","54,005,738,729","54,442,397,306"
"THIRD AVENUE TRUST",1031661,,,000000000,"675 THIRD AVENUE","SUITE 2900-05","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(212) 888-5222",DE,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"143,153",0,0,0,"60,000",,,0,"60,000","203,153",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2022-01-04,,,,2021-10-31,"26,825,879","11,175,844","1,328,978,236","1,340,862,772"
"PUTNAM GLOBAL INCOME TRUST",794614,,,046549525,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 292-1000",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"143,128",0,0,0,"12,318",,,0,"12,318","155,446",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-28,,,,2021-10-31,"7,042,792","5,145,077","236,893,799","475,517,829"
"BlackRock Series Fund, Inc.",319108,,,133051800,"100 BELEVUE PARKWAY",,WILMINGTON,"New Castle",DE,DELAWARE,"US Mid Atlantic",19809,"(800) 441-7762",MD,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"143,117","1,050",0,0,"70,100",,,0,"71,150","214,267",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-02-25,,,,2021-12-31,"18,504,246","11,973,092","1,429,607,094","1,600,124,777"
"Federated Hermes Managed Pool Series",1340579,,,000000000,"4000 ERICSSON DRIVE",,WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086-7561,1-800-341-7400,MA,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"143,100",0,0,0,0,,,0,0,"143,100",USD,,,0,2021-10-31,2021,10,1231,,,N-CSR,2021-12-27,,,,2021-12-31,"14,458,433","14,458,433","479,636,327","484,465,165"
"PURPLE BIOTECH LTD.",1614744,PPBT,"NASDAQ Capital Market",000000000,"4 OPPENHEIMER STREET","SCIENCE PARK",REHOVOT,,L3,ISRAEL,Foreign,7670104,97239333121,L3,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,"Somekh Chaikin Certified Public Accountants (Israel)",220,ISRAEL,"143,000","11,000",0,0,"13,000","13,000",,0,"24,000","167,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-09,3.8359,2021-12-29,"6,601,803",2021-12-31,0,"-18,468,000","44,345,000","70,198,000"
"PRIMECAP Odyssey Funds",1293967,,,000000000,"177 EAST COLORADO BOULEVARD, 11TH FLOOR",,PASADENA,"Los Angeles",CA,CALIFORNIA,"US West",91105,"(626) 304-9222",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"142,888",0,0,0,"17,526",,,0,"17,526","160,414",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-17,,,,2021-10-31,"201,852,906","15,090,020","29,637,290,227","29,728,321,039"
"FIDELITY SUMMER STREET TRUST",225322,,,042623605,"245 SUMMER STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 563-7000",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"142,600",0,0,0,"26,200",,,"3,500","29,700","172,300",USD,,,0,2021-04-30,2021,04,0430,,,N-CSR,2021-06-23,,,,2021-04-30,"126,528,141","118,055,908","2,815,870,836","2,866,500,249"
"ALGER INSTITUTIONAL FUNDS",911415,,,000000000,"100 PEARL STREET","27TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10004,"(212) 806-8800",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"142,300",0,0,0,"20,600",,,"9,072","29,672","171,972",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-27,,,,,,,,
"NOVONIX Ltd",1859795,NVX,"NASDAQ Global Market",000000000,"LEVEL 38","71 EAGLE STREET",BRISBANE,,C3,AUSTRALIA,Foreign,,"(423) 541-6874",C3,,,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",334515,"Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,89,AUSTRALIA,"141,772","481,415",0,0,0,,,0,"481,415","623,187",USD,,,1,2021-06-30,2021,06,0630,,,20-F,2024-02-28,,,,2021-06-30,"3,893,739","-13,446,593","126,001,019","152,309,643"
"AMERICAN CENTURY GOVERNMENT INCOME TRUST",773674,,,000000000,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",MA,,,,,525990,"Other Financial Vehicles",40,"PricewaterhouseCoopers LLP",1,,,,"141,722",0,0,0,0,,,0,0,"141,722",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-05-26,,,,2021-03-31,"91,053,743","66,383,391","10,268,871,591","10,760,597,586"
"PAINREFORM LTD.",1801834,PRFX,"NASDAQ Capital Market",,"65 YIGAL ALON ST.",,"TEL AVIV",,L3,ISRAEL,Foreign,6744316,972-3-7177051,L3,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"Kesselman & Kesselman",223,ISRAEL,"141,000",0,0,0,0,,,0,0,"141,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-16,1.26,2021-12-29,"11,035,127",2021-12-31,0,"-7,246,000",,"19,073,000"
"Ceres Tactical Commodity L.P.",1325676,,,202718952,"C/O CERES MANAGED FUTURES LLC","1585 BROADWAY","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(855) 672-4468",NY,,,6221,"Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"140,977",0,0,0,0,,,0,0,"140,977",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-24,,,,2021-12-31,"63,715,208","47,387,287","127,910,424","146,752,283"
"UR-ENERGY INC",1375205,URG,"NYSE MKT",0000000,"SUITE 200","10758 W. CENTENNIAL ROAD",LITTLETON,Jefferson,CO,COLORADO,"US West",80127,"(720) 981-4588",Z4,,,1040,"Metal Mining",212291,"Uranium-Radium-Vanadium Ore Mining",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"140,897","45,672",0,0,0,,,"52,740","98,412","239,309",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-21,1.22,2021-12-31,"264,474,880",2021-12-31,"16,000","-22,938,000",,"120,839,000"
"PUTNAM MASTER INTERMEDIATE INCOME TRUST",830622,PIM,NYS,046584465,"100 FEDERAL STREET",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 292-1000",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"140,883",0,0,0,"12,677",,,0,"12,677","153,560",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-11-24,,,"208,329,816",,"11,961,621","9,697,452","208,743,232","379,014,217"
"FEDERATED HERMES CORE TRUST",1034106,,,232934777,"4000 ERICSSON DRIVE",,WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086-7561,"(800) 341-7400",MA,,,,,525920,"Trusts, Estates, and Agency Accounts",40,"Ernst & Young LLP",2,,,,"140,800",0,0,0,0,,,0,0,"140,800",USD,,,0,2021-06-30,2021,06,1212,,,N-CSR,2021-08-26,,,,2021-12-31,"172,025,414","170,794,417","4,698,707,077","6,703,007,287"
"Amesite Inc.",1807166,AMST,"NASDAQ Capital Market",823431718,"205 EAST WASHINGTON STREET","SUITE B","ANN ARBOR",Washtenaw,MI,MICHIGAN,"US Midwest",48104,"(650) 516-7633",DE,,,7372,"Prepackaged Software",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,,,,"140,000","2,533",0,0,0,,,"53,000","55,533","195,533",USD,,,0,2021-06-30,2021,06,0630,,,"DEF 14A",2021-10-01,2.75,2021-06-30,"56,572,124",2021-06-30,"674,580","-11,586,292","10,422,447","12,476,833"
"IceCure Medical Ltd.",1584371,ICCM,"NASDAQ Capital Market",,"7 HA'ESHEL ST., POB 3163",,CAESAREA,,L3,ISRAEL,Foreign,38900,972-4-6230333,L3,,,3841,"Surgical and Medical Instruments and Apparatus",339112,"Surgical and Medical Instrument Manufacturing",34,"Deloitte & Touche LLP",3,"Brightman Almagor Zohar & Co",257,ISRAEL,"140,000","60,000",0,0,0,,,0,"60,000","200,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-01,,,,2021-12-31,"4,138,000","-9,895,000",,"32,281,000"
"Check-Cap Ltd",1610590,MBAI,"NASDAQ Capital Market",,"ABBA HUSHI AVENUE","P.O. BOX 1271",ISFIYA,,L3,ISRAEL,Foreign,000000,972-4-8303400,L3,,,3844,"X-Ray Apparatus and Tubes and Related Irradiation Apparatus",334517,"Irradiation Apparatus Manufacturing",34,"Deloitte & Touche LLP",3,"Brightman Almagor Zohar & Co",257,ISRAEL,"140,000",0,0,0,"5,060",,,"2,961","8,021","148,021",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-06,0.6749,2021-12-29,"31,206,824",2021-12-31,0,"-17,202,000",,"55,659,000"
"IR-Med, Inc.",1839133,IRME,OTCQB,844516398,"C/O ABOUDI LEGAL GROUP PLLC, 745 5TH AVE","SUITE 500","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10151,"(646) 768-4285",NV,,,3845,"Electromedical and Electrotherapeutic Apparatus",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing",34,"KPMG LLP",4,"Somekh Chaikin Certified Public Accountants (Israel)",220,ISRAEL,"140,000",0,0,0,"1,500",,,0,"1,500","141,500",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-11-28,2.2,2021-12-31,"142,123,632",2021-12-31,0,"-3,716,000",,"2,943,000"
"MFS SERIES TRUST XV",764719,,,000000000,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"139,997",0,0,0,"27,275",,,0,"27,275","167,272",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-28,,,,2021-10-31,"13,669,820","4,843,622","1,127,236,058","1,141,036,286"
"BNY MELLON VARIABLE INVESTMENT FUND",813383,,,133685668,"BNY MELLON INVESTMENT ADVISER, INC","240 GREENWICH STREET","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10286,"(212) 922-6400",NY,,,,,525910,"Open-End Investment Funds",40,"Ernst & Young LLP",2,,,,"139,412","31,535",0,0,"19,008",,,201,"50,744","190,156",USD,,,0,2021-12-31,2021,12,1231,,,N-CSR,2022-02-10,,,,2021-12-31,"9,388,877","1,779,365","989,040,265","1,007,466,455"
"Advisors' Inner Circle Fund II",890540,,,233040006,"ONE FREEDOM VALLEY DRIVE",,OAKS,Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19456,"(610) 676-1000",MA,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"139,400",0,0,0,0,,,0,0,"139,400",USD,,,0,2021-10-31,2021,10,0731,,,N-CSR,2022-01-07,,,,2021-10-31,"51,413,286","24,295,027","3,262,637,210","3,300,337,159"
