Company,"CIK Code",Ticker,Market,"S&P Index","Russell Index","Bus Street 1","Bus Street 2",City,County,"State Code","State Name","State Region",Zip,"Bus Phone","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Audit Opinion Key",Auditor,"Auditor Key","Auditor PCAOB Registration Number","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate PCAOB Registration Number","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region","Year Ended Date","Year Ended (Ideal)","Month Ended (Ideal)","Signature Date",Source,"Source Date","Going Concern","Going Concern Issue Key List","Going Concern Issue Phrase List","Total CAMS in Opinion","Accounting Basis","Is Integrated Audit","Is Additional Opinion","Additional Signature Date 1","Additional Signature Date 2","Additional Signature Date 3","Additional Signature Date 4","Additional Signature Date 5","Auditor Since Year","Auditor Since Code","Predecessor Auditor Since Year","Predecessor Auditor Since Code","Filer Status","Fees Fiscal Year Ended","Audit Fees ($)","Non-Audit Fees ($)","Total Fees ($)","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)",,,,,
"FIRST TRUST HIGH YIELD OPPORTUNITIES 2027 TERM FUND",1810523,FTHY,NYS,,,"120 EAST LIBERTY DRIVE, SUITE 400",,WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,525990,"Other Financial Vehicles",40,569834,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-05-31,2025,05,2025-07-24,N-CSR,2025-08-06,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"108,000","42,803","150,803",,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574698,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RBB FUND, INC.",831114,,,,,"615 E. MICHIGAN ST.",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(609) 731-6256",,,,,525990,"Other Financial Vehicles",40,575210,"PricewaterhouseCoopers LLP",1,0238,,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",2025-08-31,2025,08,2025-10-30,N-CSR,2025-11-07,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"999,000","303,300","1,302,300",,,,,,,,,,,,,,
"Federated Hermes Fixed Income Securities, Inc.",879569,,,,,"4000 ERICSSON DRIVE",,WARRENDALE,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15086-7561,"(800) 341-7400",,,,,525990,"Other Financial Vehicles",40,575978,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-09-30,2025,09,2025-11-21,N-CSR,2025-11-24,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"80,690",0,"80,690",,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,559339,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-01-31,2025,01,2025-03-27,N-CSR,2025-03-28,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"253,060","13,740","266,800",,,,,,,,,,,,,,
"John Hancock Funds III",1329954,,,,,"C/O JOHN HANCOCK FUNDS","200 BERKELEY STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 663-3000",,,,,525910,"Open-End Investment Funds",40,565483,"PricewaterhouseCoopers LLP",1,0238,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-03-31,2025,03,2025-05-13,N-CSR,2025-05-21,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"46,810","7,178","53,988",,,,,,,,,,,,,,
"AMERICAN CENTURY INVESTMENT TRUST",908406,,,,,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",,,,,525990,"Other Financial Vehicles",40,565995,"Deloitte & Touche LLP",3,0034,,,,"Kansas City",MO,MISSOURI,"US Southeast",2025-03-31,2025,03,2025-05-19,N-CSR,2025-05-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"200,370",0,"200,370",,,,,,,,,,,,,,
"CPG Vintage Access Fund VII, LLC",2001323,,,,,"C/O MACQUARIE WEALTH ADVISERS, LLC","660 FIFTH AVENUE","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10103,"(212) 317-9200",,,,,525990,"Other Financial Vehicles",40,566763,"PricewaterhouseCoopers LLP",1,0238,,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",2025-03-31,2025,03,2025-06-09,N-CSR,2025-06-10,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"85,000",0,"85,000",,,,,,,,,,,,,,
"WIPRO LTD",1123799,WIT,NYSE,,,"SARGAPUR ROAD",BANGALORE,KARNATAKA,,K7,INDIA,Foreign,560035,91-80-2844-0011,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,568811,"Deloitte & Touche LLP",3,0034,"Deloitte Haskins & Sells LLP",16,1180,Bengaluru,K7,INDIA,Foreign,2025-06-30,2025,06,2025-07-17,6-K,2025-07-18,No,,,,"GAAP - India",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Institutional Income Funds, Inc.",1169187,,,,,"1307 POINT STREET",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21231,"(410) 345-2000",,,,,525910,"Open-End Investment Funds",40,569067,"PricewaterhouseCoopers LLP",1,0238,,,,Baltimore,MD,MARYLAND,"US Mid Atlantic",2025-05-31,2025,05,2025-07-18,N-CSR,2025-07-24,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"34,043",0,"34,043",,,,,,,,,,,,,,
"DEUTSCHE DWS TAX FREE TRUST",711600,,,,,"875 THIRD AVENUE",,"NEW  YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022-6225,"(212) 454-4500",,,,,525990,"Other Financial Vehicles",40,569579,"Ernst & Young LLP",2,0042,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-05-31,2025,05,2025-07-23,N-CSR,2025-08-01,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"40,311","7,629","47,940",,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574699,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RBB FUND, INC.",831114,,,,,"615 E. MICHIGAN ST.",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(609) 731-6256",,,,,525990,"Other Financial Vehicles",40,575211,"PricewaterhouseCoopers LLP",1,0238,,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",2025-08-31,2025,08,2025-10-30,N-CSR,2025-11-07,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"999,000","303,300","1,302,300",,,,,,,,,,,,,,
"Advisors Disciplined Trust 2259",2015408,,,,,"18925 BASE CAMP ROAD SUITE 203",,MONUMENT,"El Paso",CO,COLORADO,"US West",80132,"(719) 488-9956",,,,,525990,"Other Financial Vehicles",33,547564,"Deloitte & Touche LLP",3,0034,,,,Denver,CO,COLORADO,"US West",2025-01-23,2025,01,2025-01-23,487,2025-01-23,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Hancock Funds III",1329954,,,,,"C/O JOHN HANCOCK FUNDS","200 BERKELEY STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 663-3000",,,,,525910,"Open-End Investment Funds",40,565484,"PricewaterhouseCoopers LLP",1,0238,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-03-31,2025,03,2025-05-13,N-CSR,2025-05-21,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"46,810","7,178","53,988",,,,,,,,,,,,,,
"AMERICAN CENTURY INVESTMENT TRUST",908406,,,,,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",,,,,525990,"Other Financial Vehicles",40,565996,"Deloitte & Touche LLP",3,0034,,,,"Kansas City",MO,MISSOURI,"US Southeast",2025-03-31,2025,03,2025-05-19,N-CSR,2025-05-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"200,370",0,"200,370",,,,,,,,,,,,,,
"WIPRO LTD",1123799,WIT,NYSE,,,"SARGAPUR ROAD",BANGALORE,KARNATAKA,,K7,INDIA,Foreign,560035,91-80-2844-0011,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,568812,"Deloitte & Touche LLP",3,0034,"Deloitte Haskins & Sells LLP",16,1180,Bengaluru,K7,INDIA,Foreign,2025-06-30,2025,06,2025-07-17,6-K,2025-07-18,No,,,,"GAAP - India",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legence Corp.",2052568,LGN,"NASDAQ Global Select Market",,,"1601 LAS PLUMAS AVENUE",,"SAN JOSE","Santa Clara",CA,CALIFORNIA,"US West",95133,"(408) 347-3500",,,1700,"Construction - Special Trade Contractors",,,34,570860,"Deloitte & Touche LLP",3,0034,,,,"San Francisco",CA,CALIFORNIA,"US West",2025-03-27,2025,03,2025-04-29,S-1/A,2025-08-25,No,,,,"GAAP - US",No,Yes,,,,,,2025,Since,,,,,,,,,,,,,,,,,,,,,
"First Eagle Completion Fund Trust",2060415,,,,,"1345 AVENUE OF AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10105,"(212) 698-3300",,,,,,,40,573420,"PricewaterhouseCoopers LLP",1,0238,,,,"New York",NY,"NEW YORK","US Mid Atlantic",2025-08-20,2025,08,2025-09-26,485BPOS,2025-10-01,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574700,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Hancock Funds III",1329954,,,,,"C/O JOHN HANCOCK FUNDS","200 BERKELEY STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 663-3000",,,,,525910,"Open-End Investment Funds",40,565485,"PricewaterhouseCoopers LLP",1,0238,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-03-31,2025,03,2025-05-13,N-CSR,2025-05-21,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"46,810","7,178","53,988",,,,,,,,,,,,,,
"AMERICAN CENTURY INVESTMENT TRUST",908406,,,,,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",,,,,525990,"Other Financial Vehicles",40,565997,"Deloitte & Touche LLP",3,0034,,,,"Kansas City",MO,MISSOURI,"US Southeast",2025-03-31,2025,03,2025-05-19,N-CSR,2025-05-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"200,370",0,"200,370",,,,,,,,,,,,,,
"WIPRO LTD",1123799,WIT,NYSE,,,"SARGAPUR ROAD",BANGALORE,KARNATAKA,,K7,INDIA,Foreign,560035,91-80-2844-0011,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,568813,"Deloitte & Touche LLP",3,0034,"Deloitte Haskins & Sells LLP",16,1180,Bengaluru,K7,INDIA,Foreign,2025-06-30,2025,06,2025-07-17,6-K,2025-07-18,No,,,,"IFRS - IASB",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Retirement Funds, Inc.",1177017,,,,,"1307 POINT STREET",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21231,"(410) 345-2000",,,,,525910,"Open-End Investment Funds",40,569069,"PricewaterhouseCoopers LLP",1,0238,,,,Baltimore,MD,MARYLAND,"US Mid Atlantic",2025-05-31,2025,05,2025-07-18,N-CSR,2025-07-24,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"15,774",0,"15,774",,,,,,,,,,,,,,
"NYLI MacKay DefinedTerm Muni Opportunities Fund",1518557,MMD,NYS,,,"51 MADISON AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 576-7000",,,,,525990,"Other Financial Vehicles",40,569581,"PricewaterhouseCoopers LLP",1,0238,,,,"New York",NY,"NEW YORK","US Mid Atlantic",2025-05-31,2025,05,2025-07-22,N-CSR,2025-08-01,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"95,500",0,"95,500",,,,,,,,,,,,,,
"FT 12403",2069379,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,571629,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-09-05,2025,8,2025-09-05,487,2025-09-05,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARGET PORTFOLIO TRUST",890339,,,,,"655 BROAD STREET","6TH FLOOR",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102,"(973) 802-5032",,,,,525990,"Other Financial Vehicles",40,573421,"PricewaterhouseCoopers LLP",1,0238,,,,"New York",NY,"NEW YORK","US Mid Atlantic",2025-07-31,2025,07,2025-09-18,N-CSR,2025-10-01,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"100,307",0,"100,307",,,,,,,,,,,,,,
"FT 12482",2075414,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,573677,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-10-06,2025,9,2025-10-06,487,2025-10-06,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574701,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bitwise Dogecoin ETF",2053791,,,,,"250 MONTGOMERY STREET, SUITE 200",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94104,"(415) 707-3663",,,6221,"Commodity Contracts Brokers and Dealers",,,33,576237,"KPMG LLP",4,0185,,,,"New York",NY,"NEW YORK","US Mid Atlantic",2025-11-03,2025,10,2025-11-06,424B3,2025-11-26,No,,,,"GAAP - US",No,Yes,,,,,,2025,Since,,,,,,,,,,,,,,,,,,,,,
"John Hancock Funds III",1329954,,,,,"C/O JOHN HANCOCK FUNDS","200 BERKELEY STREET",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02116,"(617) 663-3000",,,,,525910,"Open-End Investment Funds",40,565486,"PricewaterhouseCoopers LLP",1,0238,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-03-31,2025,03,2025-05-13,N-CSR,2025-05-21,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"46,810","7,178","53,988",,,,,,,,,,,,,,
"AMERICAN CENTURY INVESTMENT TRUST",908406,,,,,"4500 MAIN STREET",,"KANSAS CITY",Jackson,MO,MISSOURI,"US Southeast",64111,"(816) 531-5575",,,,,525990,"Other Financial Vehicles",40,565998,"Deloitte & Touche LLP",3,0034,,,,"Kansas City",MO,MISSOURI,"US Southeast",2025-03-31,2025,03,2025-05-19,N-CSR,2025-05-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"200,370",0,"200,370",,,,,,,,,,,,,,
"Brookfield Private Equity Fund LP",2074065,,,,,"250 VESEY STREET","15TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10281,"(212) 549-8463",,,6282,"Investment Advice",,,34,567790,"Deloitte & Touche LLP",3,0034,"Deloitte LLP",468,1208,Toronto,A6,ONTARIO,Canada,2025-06-30,2025,06,2025-07-01,10-12G,2025-07-01,No,,,,"GAAP - US",No,No,,,,,,2025,Since,,,,,,,,,,,,,,,,,,,,,
"CNL Strategic Residential Credit, Inc.",2066337,,,,,"450 SOUTH ORANGE AVE","SUITE 1400",ORLANDO,Orange,FL,FLORIDA,"US Southeast",32801,"(407) 650-1000",,,6798,"Real Estate Investment Trusts",,,34,568558,"KPMG LLP",4,0185,,,,Charlotte,NC,"NORTH CAROLINA","US Southeast",2025-03-31,2025,03,2025-05-22,10-12G/A,2025-07-16,No,,,,"GAAP - US",No,Yes,,,,,,2025,Since,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Short-Term Bond Fund, Inc.",731890,,,,,"1307 POINT STREET",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21231,"(410) 345-2000",,,,,525920,"Trusts, Estates, and Agency Accounts",40,569070,"PricewaterhouseCoopers LLP",1,0238,,,,Baltimore,MD,MARYLAND,"US Mid Atlantic",2025-05-31,2025,05,2025-07-18,N-CSR,2025-07-24,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"34,043",0,"34,043",,,,,,,,,,,,,,
"NYLI CBRE Global Infrastructure Megatrends Term Fund",1855066,MEGI,NYS,,,"51 MADISON AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10010,"(212) 576-7000",,,,,525990,"Other Financial Vehicles",40,569582,"KPMG LLP",4,0185,,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",2025-05-31,2025,05,2025-07-22,N-CSR,2025-08-01,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"66,900",0,"66,900",,,,,,,,,,,,,,
"TARGET PORTFOLIO TRUST",890339,,,,,"655 BROAD STREET","6TH FLOOR",NEWARK,Essex,NJ,"NEW JERSEY","US Mid Atlantic",07102,"(973) 802-5032",,,,,525990,"Other Financial Vehicles",40,573422,"PricewaterhouseCoopers LLP",1,0238,,,,"New York",NY,"NEW YORK","US Mid Atlantic",2025-07-31,2025,07,2025-09-19,N-CSR,2025-10-01,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"100,307",0,"100,307",,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574702,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FT 12336",2065003,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,567791,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-07-01,2025,6,2025-07-01,S-6/A,2025-07-01,No,,,,"GAAP - US",No,No,,,,,,2001,Since,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Institutional Income Funds, Inc.",1169187,,,,,"1307 POINT STREET",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21231,"(410) 345-2000",,,,,525910,"Open-End Investment Funds",40,569071,"PricewaterhouseCoopers LLP",1,0238,,,,Baltimore,MD,MARYLAND,"US Mid Atlantic",2025-05-31,2025,05,2025-07-18,N-CSR,2025-07-24,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"34,043",0,"34,043",,,,,,,,,,,,,,
"FT 12404",2069319,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,571631,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-09-05,2025,8,2025-09-05,487,2025-09-05,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MFS SERIES TRUST VII",318874,,,,,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,"=""18006372929""",,,,,525990,"Other Financial Vehicles",40,572911,"Ernst & Young LLP",2,0042,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-07-31,2025,07,2025-09-15,N-CSR,2025-09-25,No,,,,"GAAP - US",No,No,,,,,,,,,,,2025,"166,314","1,896","168,210",,,,,,,,,,,,,,
"FT 12517",2078627,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,574191,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-10-21,2025,10,2025-10-21,487,2025-10-21,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574703,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VANGUARD WELLESLEY INCOME FUND",105544,,,,,"PO BOX 2600",V26,"VALLEY FORGE",Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19482,"(610) 669-1000",,,,,525990,"Other Financial Vehicles",40,576239,"PricewaterhouseCoopers LLP",1,0238,,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",2025-09-30,2025,09,2025-11-20,N-CSR,2025-11-28,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FT 12076",2049043,,,,,"C/O FIRST TRUST PORTFOLIOS L.P.","120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,557040,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-03-11,2025,2,2025-03-11,487,2025-03-11,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FT 12258",2056399,,,,,"C/O FIRST TRUST PORTFOLIOS L.P.","120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,566256,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-06-04,2025,5,2025-06-04,487,2025-06-04,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FT 12288",2063694,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,567792,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-07-01,2025,6,2025-07-01,S-6/A,2025-07-01,No,,,,"GAAP - US",No,No,,,,,,2001,Since,,,,,,,,,,,,,,,,,,,,,
"FT 12317",2064116,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,568560,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-07-16,2025,07,2025-07-16,487,2025-07-16,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T. Rowe Price Institutional Income Funds, Inc.",1169187,,,,,"1307 POINT STREET",,BALTIMORE,"Baltimore City",MD,MARYLAND,"US Mid Atlantic",21231,"(410) 345-2000",,,,,525910,"Open-End Investment Funds",40,569072,"PricewaterhouseCoopers LLP",1,0238,,,,Baltimore,MD,MARYLAND,"US Mid Atlantic",2025-05-31,2025,05,2025-07-18,N-CSR,2025-07-24,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"34,043",0,"34,043",,,,,,,,,,,,,,
"FT 12414",2069307,,,,,"120 EAST LIBERTY DRIVE, SUITE 400","C/O FIRST TRUST PORTFOLIOS L.P.",WHEATON,DuPage,IL,ILLINOIS,"US Midwest",60187,"(630) 765-8000",,,,,,,33,571632,"Deloitte & Touche LLP",3,0034,,,,Chicago,IL,ILLINOIS,"US Midwest",2025-09-05,2025,8,2025-09-05,487,2025-09-05,No,,,,"GAAP - US",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MFS SERIES TRUST VII",318874,,,,,"111 HUNTINGTON AVENUE","21ST FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,"=""18006372929""",,,,,525990,"Other Financial Vehicles",40,572912,"Ernst & Young LLP",2,0042,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-07-31,2025,07,2025-09-15,N-CSR,2025-09-25,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,2025,"166,314","1,896","168,210",,,,,,,,,,,,,,
"ALLSPRING FUNDS TRUST",1081400,,,,,"1415 VANTAGE PARK DRIVE","3RD FLOOR",CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(833) 568-4255",,,,,525910,"Open-End Investment Funds",40,574704,"KPMG LLP",4,0185,,,,Boston,MA,MASSACHUSETTS,"US New England",2025-08-31,2025,08,2025-10-23,N-CSR,2025-10-30,No,,,,"GAAP - US",No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
